File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF312KDM	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF175FGL/, /files/ENCFF671GMN/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	231732	ENCODE Processing Pipeline	aa9fe857cc3aee3ebb8651f6fa5e3450		https://www.encodeproject.org/files/ENCFF312KDM/@@download/ENCFF312KDM.bed.gz				released	s3://encode-public/2020/12/27/0b6f04f4-6588-475f-90a5-531403009b14/ENCFF312KDM.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF407NRR	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF671GMN/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	144408	ENCODE Processing Pipeline	a7b3ceaa88526b69addb03d3f228acd3		https://www.encodeproject.org/files/ENCFF407NRR/@@download/ENCFF407NRR.bed.gz				released	s3://encode-public/2020/12/27/ee411592-7bc1-4818-b8cd-bc1fc58ab06f/ENCFF407NRR.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF749UPP	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										BACH1-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF175FGL/, /files/ENCFF671GMN/, /files/ENCFF972YCC/, /files/ENCFF356LFX/	235720	ENCODE Processing Pipeline	650426dfd8d32205479df41f0451af2b		https://www.encodeproject.org/files/ENCFF749UPP/@@download/ENCFF749UPP.bed.gz				released	s3://encode-public/2020/12/27/9d01d7d1-2daa-482e-850d-eb3b687ee303/ENCFF749UPP.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF002CJM	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BQV	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document											112878	ENCODE Consortium Analysis Working Group	9feafb94ff370856471d807118f1d1f0		https://www.encodeproject.org/files/ENCFF002CJM/@@download/ENCFF002CJM.bed.gz				archived	s3://encode-public/2014/06/06/271ce537-4cd0-4495-8bfb-db89717c73b5/ENCFF002CJM.narrowPeak.gz	Lab custom hg19	archived	inconsistent platforms, low read length		
ENCFF938JES	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BQV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF544THU/, /files/ENCFF043RAX/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF618AQB/	121121	ENCODE Processing Pipeline	72d6282bd17b96110d66f9942038a46c		https://www.encodeproject.org/files/ENCFF938JES/@@download/ENCFF938JES.bed.gz				released	s3://encode-public/2021/01/02/65baf667-0471-4d48-a971-9ed83822ed6c/ENCFF938JES.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF773ZDH	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document		1	1_1							/files/ENCFF855LUO/, /files/ENCFF544THU/, /files/ENCFF618AQB/, /files/ENCFF356LFX/	54599	ENCODE Processing Pipeline	d6dbd9f24074ed85df554e246a1b193f		https://www.encodeproject.org/files/ENCFF773ZDH/@@download/ENCFF773ZDH.bed.gz				released	s3://encode-public/2021/01/02/0660e74f-5fdb-4c19-8be5-e6d03e1b1229/ENCFF773ZDH.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF044KQI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document		2	2_1							/files/ENCFF855LUO/, /files/ENCFF618AQB/, /files/ENCFF043RAX/, /files/ENCFF356LFX/	98509	ENCODE Processing Pipeline	94057823ac306e997475edeeed234230		https://www.encodeproject.org/files/ENCFF044KQI/@@download/ENCFF044KQI.bed.gz				released	s3://encode-public/2021/01/02/01b298ee-8a78-431f-8501-140c3aac67cb/ENCFF044KQI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF257FUV	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BQV	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SP4-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF544THU/, /files/ENCFF043RAX/, /files/ENCFF356LFX/, /files/ENCFF855LUO/, /files/ENCFF618AQB/	138857	ENCODE Processing Pipeline	fb832c8e033746379c5dbc8c6a14a181		https://www.encodeproject.org/files/ENCFF257FUV/@@download/ENCFF257FUV.bed.gz				released	s3://encode-public/2021/01/02/11b2afd2-26bc-4aba-becb-98e3ae2ad3ce/ENCFF257FUV.bed.gz	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms, low read length		
ENCFF001VHH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000EBW	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document											1431408	Michael Snyder, Stanford	d35d1196ccda97f52c3c3bd8fedf499a		https://www.encodeproject.org/files/ENCFF001VHH/@@download/ENCFF001VHH.bed.gz				archived	s3://encode-public/2012/07/01/747c1f35-7505-4581-b0ad-e2b051f79563/ENCFF001VHH.narrowPeak.gz	Lab custom hg19	archived	low read length, improper control_type of control experiment		
ENCFF002CRJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBW	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document											775636	ENCODE Consortium Analysis Working Group	75c727b2ab18086c2d82e11bf53d3266		https://www.encodeproject.org/files/ENCFF002CRJ/@@download/ENCFF002CRJ.bed.gz				archived	s3://encode-public/2014/06/06/ca1c35c2-a97e-4023-b6cb-31319e1bb89d/ENCFF002CRJ.narrowPeak.gz	Lab custom hg19	archived	low read length, improper control_type of control experiment		
ENCFF859MPO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF732IVC/, /files/ENCFF513EWK/	5187884	ENCODE Processing Pipeline	fc3abf39b804d21be9a66cd271e8647b		https://www.encodeproject.org/files/ENCFF859MPO/@@download/ENCFF859MPO.bed.gz				released	s3://encode-public/2016/12/16/ed01a200-4551-4d3c-a7af-2ed3c3b07170/ENCFF859MPO.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF430AKT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF732IVC/, /files/ENCFF513EWK/, /files/ENCFF016NAV/	5968601	ENCODE Processing Pipeline	235860149bacd56bf9cab7fb939e6d61		https://www.encodeproject.org/files/ENCFF430AKT/@@download/ENCFF430AKT.bed.gz				released	s3://encode-public/2016/12/16/1c6f4970-e406-4bba-8975-e72f05bb7ae9/ENCFF430AKT.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF489RSK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF513EWK/, /files/ENCFF016NAV/	5158212	ENCODE Processing Pipeline	f4e58609cae7a143ba63819b8e08c196		https://www.encodeproject.org/files/ENCFF489RSK/@@download/ENCFF489RSK.bed.gz				released	s3://encode-public/2016/12/16/8bcfdd5d-535f-47c6-b340-40d2559bbc18/ENCFF489RSK.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF879MMQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF489RSK/, /files/ENCFF430AKT/, /files/ENCFF419RSJ/, /files/ENCFF859MPO/	628361	ENCODE Processing Pipeline	4e9d1cd7eeab436b9641f1050a199c07		https://www.encodeproject.org/files/ENCFF879MMQ/@@download/ENCFF879MMQ.bed.gz				released	s3://encode-public/2016/12/16/450aa2f7-eefb-4f9f-b6ca-0759d1b6285c/ENCFF879MMQ.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF933WSP	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF489RSK/, /files/ENCFF430AKT/, /files/ENCFF419RSJ/, /files/ENCFF859MPO/	630931	ENCODE Processing Pipeline	5ebac12c98db6c043f748f28ade91ff1		https://www.encodeproject.org/files/ENCFF933WSP/@@download/ENCFF933WSP.bed.gz				released	s3://encode-public/2016/12/16/23b30b2a-d67d-429c-bc22-8908e3417234/ENCFF933WSP.bed.gz	ENCODE3 GRCh38	archived	low read length, improper control_type of control experiment		
ENCFF080SVL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF599MVB/, /files/ENCFF037DLB/	5189979	ENCODE Processing Pipeline	076f2ec7359b5e403e5bc6d534780373		https://www.encodeproject.org/files/ENCFF080SVL/@@download/ENCFF080SVL.bed.gz				released	s3://encode-public/2017/12/09/cef2930f-ccfe-4e76-a99f-477f859b57fb/ENCFF080SVL.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF964BYN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF180SZJ/, /files/ENCFF080SVL/, /files/ENCFF902CAT/	639247	ENCODE Processing Pipeline	cca4fd168c13d68f7e9751c2a7a43c7c		https://www.encodeproject.org/files/ENCFF964BYN/@@download/ENCFF964BYN.bed.gz				released	s3://encode-public/2017/12/09/640b2dda-350c-46e9-957d-8808a6f2e8c2/ENCFF964BYN.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF902CAT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF138HXG/, /files/ENCFF599MVB/	5160091	ENCODE Processing Pipeline	ad3aaa9c1dc132c5833b11faf7921238		https://www.encodeproject.org/files/ENCFF902CAT/@@download/ENCFF902CAT.bed.gz				released	s3://encode-public/2017/12/09/db6afe1a-3ec2-489c-abd0-d5d58fca9054/ENCFF902CAT.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF180SZJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF138HXG/, /files/ENCFF599MVB/, /files/ENCFF037DLB/	5970212	ENCODE Processing Pipeline	f519808e87ba4f6af0303f9d078a66f4		https://www.encodeproject.org/files/ENCFF180SZJ/@@download/ENCFF180SZJ.bed.gz				released	s3://encode-public/2017/12/09/3dbea64d-5dd7-4032-8396-71f86a5eb715/ENCFF180SZJ.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF703JVS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF001TDO/, /files/ENCFF180SZJ/, /files/ENCFF080SVL/, /files/ENCFF902CAT/	626810	ENCODE Processing Pipeline	b0ebd4bf10df29282933bb294dcb6b34		https://www.encodeproject.org/files/ENCFF703JVS/@@download/ENCFF703JVS.bed.gz				released	s3://encode-public/2017/12/09/9aebd5f6-c985-43be-bfd0-06d68ab4c663/ENCFF703JVS.bed.gz	ENCODE3 hg19	archived	low read length, improper control_type of control experiment		
ENCFF945UUU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1	1_1							/files/ENCFF972YCC/, /files/ENCFF086CKT/, /files/ENCFF356LFX/	423356	ENCODE Processing Pipeline	2b5c9bf58050bb56b5b5f4afd3fef01e		https://www.encodeproject.org/files/ENCFF945UUU/@@download/ENCFF945UUU.bed.gz				released	s3://encode-public/2021/01/05/77c578bd-97f8-4d35-a93b-1fdf41fbfdc8/ENCFF945UUU.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF560BTE	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		2	2_1							/files/ENCFF972YCC/, /files/ENCFF319EON/, /files/ENCFF356LFX/	349989	ENCODE Processing Pipeline	a5c51e62d8a97d37e675f03a80b5affc		https://www.encodeproject.org/files/ENCFF560BTE/@@download/ENCFF560BTE.bed.gz				released	s3://encode-public/2021/01/05/726e7e39-d014-4a63-9695-d55df8342dcf/ENCFF560BTE.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF522BKS	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF319EON/, /files/ENCFF086CKT/, /files/ENCFF356LFX/	634198	ENCODE Processing Pipeline	f85ab8a4628267d6155c398f543cc3f3		https://www.encodeproject.org/files/ENCFF522BKS/@@download/ENCFF522BKS.bed.gz				released	s3://encode-public/2021/01/05/d01a77cc-a83e-4fcf-94f1-9c55722427a0/ENCFF522BKS.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF235ROG	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EBW	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										ZNF143-human	DNA						2012-05-14	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF972YCC/, /files/ENCFF319EON/, /files/ENCFF086CKT/, /files/ENCFF356LFX/	644017	ENCODE Processing Pipeline	8c1f11a803d272d81f3f1c241b274e37		https://www.encodeproject.org/files/ENCFF235ROG/@@download/ENCFF235ROG.bed.gz				released	s3://encode-public/2021/01/05/dcd42c40-5833-434c-9ca5-2b099eb02087/ENCFF235ROG.bed.gz	ENCODE4 v1.6.1 GRCh38	released	low read length, improper control_type of control experiment		
ENCFF002CJF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BMU	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										POU5F1-human	DNA						2011-07-18	ENCODE		see document											82228	ENCODE Consortium Analysis Working Group	2c019ef9ca5383733d5a63fa2ea9a677		https://www.encodeproject.org/files/ENCFF002CJF/@@download/ENCFF002CJF.bed.gz				archived	s3://encode-public/2014/06/06/dfcbe805-0662-4d41-9d27-71d7ff74a00c/ENCFF002CJF.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth		
ENCFF614KWI	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POU5F1-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF576SLI/	41551	ENCODE Processing Pipeline	af9674d163ec3b91cfc73124b3d4f5cb		https://www.encodeproject.org/files/ENCFF614KWI/@@download/ENCFF614KWI.bed.gz				released	s3://encode-public/2020/12/28/d7316363-b1d0-40a3-be8f-0c1f3b4580d9/ENCFF614KWI.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth		
ENCFF336OUL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POU5F1-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF122CFI/	28142	ENCODE Processing Pipeline	551b0c199cc2b9fa59fcf856ad6c8ca0		https://www.encodeproject.org/files/ENCFF336OUL/@@download/ENCFF336OUL.bed.gz				released	s3://encode-public/2020/12/28/3f9c7e5e-ea67-4abf-8508-63d9fb980beb/ENCFF336OUL.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth		
ENCFF870LRX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BMU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POU5F1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF576SLI/, /files/ENCFF122CFI/	61225	ENCODE Processing Pipeline	ea986ef2441585016ea652ee34987c57		https://www.encodeproject.org/files/ENCFF870LRX/@@download/ENCFF870LRX.bed.gz				released	s3://encode-public/2020/12/28/69ff1f77-0ee5-40c1-866b-354c13ec4b24/ENCFF870LRX.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth		
ENCFF383EYO	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BMU	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										POU5F1-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356LFX/, /files/ENCFF595PNZ/, /files/ENCFF576SLI/, /files/ENCFF122CFI/	86965	ENCODE Processing Pipeline	c60c4f9b1608fb4e047f5d073a724b12		https://www.encodeproject.org/files/ENCFF383EYO/@@download/ENCFF383EYO.bed.gz				released	s3://encode-public/2020/12/28/45eb384d-94dc-4530-b84b-205ffd176d34/ENCFF383EYO.bed.gz	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, moderate library complexity, low read depth		
ENCFF002CJJ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BIQ	TF ChIP-seq		EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document											74149	ENCODE Consortium Analysis Working Group	bcd6754c04414593085c871e04823a05		https://www.encodeproject.org/files/ENCFF002CJJ/@@download/ENCFF002CJJ.bed.gz				archived	s3://encode-public/2014/06/06/b3322a10-3b8d-4257-98a8-ba0a090aef27/ENCFF002CJJ.narrowPeak.gz	Lab custom hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF463CUD	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1	1_1							/files/ENCFF948LKH/, /files/ENCFF892YBG/	3748451	ENCODE Processing Pipeline	b38544b2bf5119974975ce145f4d0a1f		https://www.encodeproject.org/files/ENCFF463CUD/@@download/ENCFF463CUD.bed.gz				released	s3://encode-public/2016/12/16/3c92d8a3-b9db-4947-9779-68237154e636/ENCFF463CUD.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF226NUI	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF948LKH/, /files/ENCFF588EKB/	3546383	ENCODE Processing Pipeline	2be5c1221849e3bb40d06c7b3af0fd4b		https://www.encodeproject.org/files/ENCFF226NUI/@@download/ENCFF226NUI.bed.gz				released	s3://encode-public/2016/12/16/037476b0-a1ea-48b8-bc41-94c6c8a5a675/ENCFF226NUI.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF584FLP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF948LKH/, /files/ENCFF588EKB/, /files/ENCFF892YBG/	4095493	ENCODE Processing Pipeline	f9f68c7a9f60c0c75ce0621c5622ed9a		https://www.encodeproject.org/files/ENCFF584FLP/@@download/ENCFF584FLP.bed.gz				released	s3://encode-public/2016/12/16/c306197e-3cf3-4c38-8aa0-02a53e70c452/ENCFF584FLP.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF644BNN	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF463CUD/, /files/ENCFF226NUI/, /files/ENCFF419RSJ/, /files/ENCFF584FLP/	58211	ENCODE Processing Pipeline	ef33160da1dbc7d345f7eb36065717f9		https://www.encodeproject.org/files/ENCFF644BNN/@@download/ENCFF644BNN.bed.gz				released	s3://encode-public/2016/12/16/b4f00aae-284b-4047-9a08-8bebf57d56f5/ENCFF644BNN.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF510ZPK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF463CUD/, /files/ENCFF226NUI/, /files/ENCFF419RSJ/, /files/ENCFF584FLP/	51759	ENCODE Processing Pipeline	2cb47143b4196f2cd9eb0ba7d067b4bb		https://www.encodeproject.org/files/ENCFF510ZPK/@@download/ENCFF510ZPK.bed.gz				released	s3://encode-public/2016/12/16/7157d43e-f313-44e9-bca2-163ac739a466/ENCFF510ZPK.bed.gz	ENCODE3 GRCh38	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF883CRS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		2	2_1							/files/ENCFF356DXM/, /files/ENCFF184JSZ/	3590795	ENCODE Processing Pipeline	a541d39a03f17cf870926ee14e6558be		https://www.encodeproject.org/files/ENCFF883CRS/@@download/ENCFF883CRS.bed.gz				released	s3://encode-public/2017/12/08/d2345a36-7564-4ab1-b3e6-882324ac691f/ENCFF883CRS.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
ENCFF946SYP	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BIQ	TF ChIP-seq	/human-donors/ENCDO000AAW/	EFO:0003042	H1	cell line	Homo sapiens										SIX5-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF356DXM/, /files/ENCFF184JSZ/, /files/ENCFF503ZQQ/	4128305	ENCODE Processing Pipeline	3c595db5b6ba55d32b618ebd062a2409		https://www.encodeproject.org/files/ENCFF946SYP/@@download/ENCFF946SYP.bed.gz				released	s3://encode-public/2017/12/08/7feaec0d-09bf-42a9-a415-4b41e71da443/ENCFF946SYP.bed.gz	ENCODE3 hg19	archived	mild to moderate bottlenecking, low read depth, low read length		
